head,URL,Cuisines,PhoneNumber,AverageCost
Big Bowl Company,https://www.zomato.com/bangalore/big-bowl-company-bommanahalli-bangalore,"North Indian, Chinese, Biryani, Fast Food, Momos",9.20E+11,200
Cafe Coffee Day,https://www.zomato.com/bangalore/cafe-coffee-day-6-bannerghatta-road,"Coffee, Fast Food, Desserts, Beverages",9.20E+11,600
Ghee And Turmeric,https://www.zomato.com/bangalore/ghee-and-turmeric-bannerghatta-road-bangalore,"North Indian, Mughlai",9.20E+11,350
Sweet Truth - Cake And Desserts,https://www.zomato.com/bangalore/sweet-truth-cake-and-desserts-1-bannerghatta-road-bangalore,Bakery,9.18E+11,250
Thalaivars Biryani,https://www.zomato.com/bangalore/thalaivars-biryani-bannerghatta-road-bangalore,"Biryani, South Indian",9.18E+11,250
Apsara Ice Creams,https://www.zomato.com/bangalore/apsara-ice-creams-bannerghatta-road-bangalore,"Ice Cream, Desserts",9.18E+11,400
Just Cakes,https://www.zomato.com/bangalore/just-cakes-bommanahalli-bangalore,"Bakery, Desserts",9.19E+11,250
Indiana Burgers,https://www.zomato.com/bangalore/indiana-burgers-bannerghatta-road-bangalore,Burger,9.18E+11,200
Itminaan Biryani - Dum Pukht,https://www.zomato.com/bangalore/itminaan-biryani-dum-pukht-bannerghatta-road-bangalore,"Biryani, Mughlai, North Indian",9.18E+11,250
Kwality Wallâ€™s Frozen Dessert and Ice Cream Shop,https://www.zomato.com/bangalore/kwality-walls-frozen-dessert-and-ice-cream-shop-5-bannerghatta-road-bangalore,Ice Cream,9.20E+11,100
The Good Bowl,https://www.zomato.com/bangalore/the-good-bowl-bannerghatta-road-bangalore,"North Indian, Mughlai",9.19E+11,200
Adithya,https://www.zomato.com/bangalore/adithya-1-jp-nagar,"South Indian, North Indian, Chinese, Shake",9.19E+11,450
Bombay Kulfi,https://www.zomato.com/bangalore/bombay-kulfi-bannerghatta-road-bangalore,"Ice Cream, Desserts",9.19E+11,50
Samosa Singh,https://www.zomato.com/bangalore/samosa-singh-2-bannerghatta-road-bangalore,"Street Food, Fast Food, Tea, North Indian",9.19E+11,150
LeanCrust Pizza - ThinCrust Experts,https://www.zomato.com/bangalore/leancrust-pizza-thincrust-experts-2-bommanahalli-bangalore,"Pizza, Fast Food, Beverages",9.18E+11,350
The Brooklyn Creamery - Healthy Ice Cream,https://www.zomato.com/bangalore/the-brooklyn-creamery-healthy-ice-cream-bannerghatta-road-bangalore,Ice Cream,9.17E+11,200
NH1 Bowls - Highway To North,https://www.zomato.com/bangalore/nh1-bowls-highway-to-north-bommanahalli-bangalore,North Indian,9.18E+11,200
Firangi Bake,https://www.zomato.com/bangalore/firangi-bake-bannerghatta-road,"Italian, Mexican, Desserts",9.18E+11,250
Mealful Rolls - Meals In A Roll,https://www.zomato.com/bangalore/mealful-rolls-meals-in-a-roll-bannerghatta-road-bangalore,"Rolls, Fast Food",9.18E+11,200
Art Of Delight,https://www.zomato.com/bangalore/art-of-delight-bannerghatta-road-bangalore,"Ice Cream, Desserts, Beverages",9.19E+11,150
Buzz A Pizza Wood-Fired Oven Pizza,https://www.zomato.com/bangalore/buzz-a-pizza-wood-fired-oven-pizza-bannerghatta-road-bangalore,Pizza,9.20E+11,400
Amul Ice Cream Parlour,https://www.zomato.com/bangalore/amul-ice-cream-parlour-1-bannerghatta-road-bangalore,"Ice Cream, Desserts, Beverages, Shake",9.19E+11,300
The Momo Co.,https://www.zomato.com/bangalore/the-momo-co-bommanahalli-bangalore,"Chinese, Momos, Desserts, Beverages",9.20E+11,200
Kwality Wallâ€™s Frozen Dessert and Ice Cream Shop,https://www.zomato.com/bangalore/kwality-walls-frozen-dessert-and-ice-cream-shop-7-btm-bangalore,Ice Cream,9.19E+11,100
Darjeeling Momos & Fast Food Center,https://www.zomato.com/bangalore/darjeeling-momos-fast-food-center-bannerghatta-road-bangalore,"Fast Food, Momos",9.18E+11,250
Kouzina Kafe - The Food Court,https://www.zomato.com/bangalore/kouzina-kafe-the-food-court-btm-bangalore,"Fast Food, Bakery, Desserts",9.18E+11,200
Vinaya Cafe,https://www.zomato.com/bangalore/vinaya-cafe-jp-nagar-bangalore,"South Indian, North Indian, Chinese, Street Food, Beverages, Desserts, Shake",9.17E+11,350
GLOBO Ice Creams Of The World,https://www.zomato.com/bangalore/globo-ice-creams-of-the-world-1-bannerghatta-road-bangalore,Ice Cream,9.18E+11,100
Chandni Chowk,https://www.zomato.com/bangalore/chandni-chowk-bannerghatta-road-bangalore,"Street Food, North Indian, Mithai",9.19E+11,150
Sundae Everyday Ice Creams,https://www.zomato.com/bangalore/sundae-everyday-ice-creams-1-btm-bangalore,"Ice Cream, Shake",9.18E+11,150
Burger And Pizza,https://www.zomato.com/bangalore/burger-and-pizza-1-bannerghatta-road-bangalore,"Burger, Pizza",9.17E+11,100
Burger It Up,https://www.zomato.com/bangalore/burger-it-up-bannerghatta-road-bangalore,Burger,9.18E+11,200
Shahi Shawarma,https://www.zomato.com/bangalore/shahi-shawarma-jp-nagar-bangalore,"Lebanese, Chinese, Rolls",9.18E+11,100
Slurpy Shakes,https://www.zomato.com/bangalore/slurpy-shakes-1-btm-bangalore,"Beverages, Burger, Fast Food, Bakery, Shake",9.18E+11,200
Sunath Pizzeria,https://www.zomato.com/bangalore/sunath-pizzeria-bommanahalli-bangalore,"Rolls, Fast Food, Pizza, Burger, Sandwich",9.20E+11,400
Fipola Grill House,https://www.zomato.com/bangalore/fipola-grill-house-bannerghatta-road-bangalore,Fast Food,9.18E+11,100
Adholokam Family Restaurant,https://www.zomato.com/bangalore/adholokam-family-restaurant-bannerghatta-road-bangalore,"Mughlai, Fast Food, Chinese, Beverages",9.19E+11,500
Sri Banasankri Military Hotel,https://www.zomato.com/bangalore/sri-banasankri-military-hotel-kanakapura-road-bangalore,"South Indian, Biryani",9.19E+11,300
HSR SLV Fast Food,https://www.zomato.com/bangalore/hsr-slv-fast-food-bommanahalli-bangalore,"South Indian, Chinese",9.17E+11,200
Pure Veg Meals By LunchBox,https://www.zomato.com/bangalore/pure-veg-meals-by-lunchbox-bannerghatta-road-bangalore,"North Indian, Shake",9.12E+11,200
Bangarpet Chats,https://www.zomato.com/bangalore/bangarpet-chats-1-bommanahalli-bangalore,Street Food,9.18E+11,100
The Pastry House,https://www.zomato.com/bangalore/the-pastry-house-bommanahalli-bangalore,Bakery,9.20E+11,200
Rolls & Bowls Company,https://www.zomato.com/bangalore/rolls-bowls-company-bommanahalli-bangalore,"Rolls, Fast Food, North Indian, Beverages",9.20E+11,250
Ayoor's Cafe,https://www.zomato.com/bangalore/ayoors-cafe-bommanahalli-bangalore,"North Indian, South Indian, Mughlai, Chinese",9.19E+11,100
Mitra's Eatery,https://www.zomato.com/bangalore/mitras-eatery-bommanahalli-bangalore,Fast Food,9.18E+11,100
Cafe E Fungi,https://www.zomato.com/bangalore/cafe-e-fungi-1-bommanahalli-bangalore,"Burger, Sandwich, Wraps, North Indian, Fast Food",9.18E+11,400
American Hickory,https://www.zomato.com/bangalore/american-hickory-bommanahalli-bangalore,"Pizza, Burger",9.18E+11,250
Milkshake And Lassi,https://www.zomato.com/bangalore/milkshake-and-lassi-1-bannerghatta-road-bangalore,"Beverages, Shake, Juices",9.17E+11,100
AffordaBowl,https://www.zomato.com/bangalore/affordabowl-hsr-bangalore,"Continental, Salad",9.18E+11,150
Punjab Time,https://www.zomato.com/bangalore/punjab-time-btm-bangalore,"North Indian, Chinese",9.18E+11,200
Falhari - A Fruitful Habit,https://www.zomato.com/bangalore/falhari-a-fruitful-habit-hosur-road-bangalore,"Healthy Food, Desserts, Beverages, Juices",9.18E+11,150
Mumchies,https://www.zomato.com/bangalore/mumchies-bommanahalli-bangalore,"Mithai, Fast Food, Healthy Food",9.20E+11,150
Bowl Soul,https://www.zomato.com/bangalore/bowl-soul-jp-nagar-bangalore,"Fast Food, Beverages",9.18E+11,250
Sri Raghavendra Veg,https://www.zomato.com/bangalore/sri-raghavendra-veg-jayanagar-bangalore,"South Indian, Chinese, Street Food",9.16E+11,200
GetAWhey - Healthy Ice Creams,https://www.zomato.com/bangalore/getawhey-healthy-ice-creams-2-jp-nagar-bangalore,"Ice Cream, Healthy Food",9.20E+11,150
Juices Zone,https://www.zomato.com/bangalore/juices-zone-btm-bangalore,"Beverages, Salad, Desserts, Juices, Shake",9.19E+11,150
Figo Bakehouse,https://www.zomato.com/bangalore/figo-bakehouse-btm-bangalore,"Bakery, Beverages, Desserts",9.19E+11,200
Davanagere Benne Dose Mane,https://www.zomato.com/bangalore/davanagere-benne-dose-mane-jp-nagar-bangalore,South Indian,9.19E+11,200
Kingsmen Coffee,https://www.zomato.com/bangalore/kingsmen-coffee-btm-bangalore,"Beverages, Desserts, Fast Food, Cafe",9.20E+11,200
Khatta Meetha Palace,https://www.zomato.com/bangalore/khatta-meetha-palace-jayanagar-bangalore,Street Food,9.19E+11,100
Lubov Patisserie by Frozen Bottle,https://www.zomato.com/bangalore/lubov-patisserie-by-frozen-bottle-bannerghatta-road-bangalore,Desserts,9.18E+11,200
Moghal Biryani,https://www.zomato.com/bangalore/moghal-biryani-1-bannerghatta-road-bangalore,"Biryani, Fast Food",9.20E+11,200
Namma Pastries,https://www.zomato.com/bangalore/namma-pastries-jp-nagar-bangalore,Bakery,9.20E+11,100
Suman North Indian Restaurant,https://www.zomato.com/bangalore/suman-north-indian-restaurant-1-hsr-bangalore,"North Indian, Street Food",9.20E+11,150
BigBites,https://www.zomato.com/bangalore/bigbites-2-bommanahalli-bangalore,"Fast Food, Momos, Street Food",9.18E+11,200
Upahar Banashree,https://www.zomato.com/bangalore/upahar-banashree-bannerghatta-road,"South Indian, North Indian, Chinese, Street Food, Juices, Beverages, Shake",9.18E+11,400
Asvada,https://www.zomato.com/bangalore/asvada-btm-bangalore,"Chinese, North Indian, South Indian, Fast Food, Biryani, Beverages",9.20E+11,400
Anika Tiffin,https://www.zomato.com/bangalore/anika-tiffin-btm-bangalore,"North Indian, Street Food, Chinese",9.18E+11,200
C2 Kitchen,https://www.zomato.com/bangalore/c2-kitchen-1-jp-nagar-bangalore,"Chinese, Street Food, North Indian, Fast Food, Ice Cream, Beverages",9.20E+11,300
Sultans Of Spice,https://www.zomato.com/bangalore/sultans-of-spice-koramangala-5th-block-bangalore,"North Indian, Mughlai, Desserts, Beverages",9.20E+11,1200
Noodle 2 Home,https://www.zomato.com/bangalore/noodle-2-home-jp-nagar-bangalore,Chinese,9.19E+11,400
Maggi N Maggi House,https://www.zomato.com/bangalore/maggi-n-maggi-house-1-btm-bangalore,"Street Food, Sandwich, Fast Food, Beverages",9.19E+11,150
Five Star Chicken,https://www.zomato.com/bangalore/five-star-chicken-5-bannerghatta-road-bangalore,"Wraps, Burger, Rolls, Fast Food, Street Food",9.18E+11,400
Punjabi Nawabi,https://www.zomato.com/bangalore/punjabi-nawabi-bannerghatta-road,"North Indian, Biryani, Mughlai, Chinese",9.20E+11,1000
Sardarji Londonwaley,https://www.zomato.com/bangalore/sardarji-londonwaley-bannerghatta-road-bangalore,"North Indian, Chinese",9.20E+11,150
Punjabi Unplugged,https://www.zomato.com/bangalore/punjabi-unplugged-bannerghatta-road-bangalore,"North Indian, Chinese",9.20E+11,400
Chung Wah,https://www.zomato.com/bangalore/chung-wah-jp-nagar-bangalore,"Chinese, Thai, Vietnamese",9.18E+11,800
Dilli Chowk,https://www.zomato.com/bangalore/dilli-chowk-jp-nagar-bangalore,North Indian,9.16E+11,700
Biryani Rooh-e-Khaas,https://www.zomato.com/bangalore/biryani-rooh-e-khaas-bannerghatta-road-bangalore,"Biryani, Mughlai, Desserts",9.18E+11,200
Lo! - Low Carb And Keto Foods,https://www.zomato.com/bangalore/lo-low-carb-and-keto-foods-bommanahalli-bangalore,"Fast Food, North Indian",9.18E+11,200
Apoorva Halli Mane,https://www.zomato.com/bangalore/apoorva-halli-mane-bommanahalli-bangalore,"South Indian, Mughlai, Andhra, Chinese, Seafood",9.18E+11,350
Vijayshree Restaurant,https://www.zomato.com/bangalore/vijayshree-restaurant-bannerghatta-road-bangalore,"South American, Chinese",9.16E+11,350
CHURMURcog Chaat,https://www.zomato.com/bangalore/churmurcog-chaat-1-jp-nagar-bangalore,Street Food,9.20E+11,50
Coast @ JP Nagar,https://www.zomato.com/bangalore/coast-@-jp-nagar-jp-nagar-bangalore,"Seafood, North Indian",9.20E+11,400
Punjabi Zaica,https://www.zomato.com/bangalore/punjabi-zaica-jp-nagar-bangalore,"Chinese, North Indian, Mughlai, Biryani, Desserts, Beverages",9.19E+11,400
Tadka Punjab Da,https://www.zomato.com/bangalore/tadka-punjab-da-btm-bangalore,North Indian,9.18E+11,150
Hum Biryani,https://www.zomato.com/bangalore/hum-biryani-btm-bangalore,"Biryani, North Indian, Chinese, Mughlai, Seafood",9.19E+11,250
Paratha Meal Co,https://www.zomato.com/bangalore/paratha-meal-co-btm-bangalore,"North Indian, Desserts",9.20E+11,300
BOX8 - Desi Meals,https://www.zomato.com/bangalore/box8-desi-meals-1-bellandur-bangalore,"North Indian, Wraps, Fast Food, Biryani, Desserts, Beverages",9.18E+11,200
Hyderabadi Handi Biryani,https://www.zomato.com/bangalore/hyderabadi-handi-biryani-marathahalli-bangalore,"Andhra, Biryani, Chinese, North Indian",9.18E+11,500
Andhra Gunpowder,https://www.zomato.com/bangalore/andhra-gunpowder-bellandur-bangalore,"Biryani, South Indian, Desserts, Beverages",9.18E+11,200
KFC,https://www.zomato.com/bangalore/kfc-bellandur,"Burger, Fast Food, Biryani, Desserts, Beverages",9.17E+11,400
A2B - Adyar Ananda Bhavan,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-bellandur-bangalore,"South Indian, Fast Food, Street Food, Ice Cream, Beverages, North Indian, Chinese",9.20E+11,800
MOJO Pizza - 2X Toppings,https://www.zomato.com/bangalore/mojo-pizza-2x-toppings-1-bellandur-bangalore,"Pizza, Fast Food, Desserts, Beverages",9.18E+11,250
Pizza Hut,https://www.zomato.com/bangalore/pizza-hut-2-bellandur-bangalore,"Pizza, Fast Food, Desserts, Beverages",18002022022,400
Kanti Sweets,https://www.zomato.com/bangalore/kanti-sweets-1-bellandur,"Mithai, Street Food, Desserts",9.18E+11,50
Behrouz Biryani,https://www.zomato.com/bangalore/behrouz-biryani-bellandur-bangalore,"Biryani, Mughlai",9.18E+11,350
Biryani Trip,https://www.zomato.com/bangalore/biryani-trip-bellandur-bangalore,Biryani,9.18E+11,250
Ovenstory Pizza,https://www.zomato.com/bangalore/ovenstory-pizza-bellandur-bangalore,"Pizza, Desserts",9.18E+11,250
Polar Bear,https://www.zomato.com/bangalore/polar-bear-1-bellandur,"Ice Cream, Beverages, Shake",9.20E+11,350
Subway,https://www.zomato.com/bangalore/subway-2-bellandur-bangalore,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps",9.18E+11,400
Madras Meal Company,https://www.zomato.com/bangalore/madras-meal-company-sarjapur-road-bangalore,South Indian,9.18E+11,150
WOW! Momo,https://www.zomato.com/bangalore/wow-momo-1-marathahalli-bangalore,"Momos, Fast Food, Tibetan",9.19E+11,400
Faasos - Wraps & Rolls,https://www.zomato.com/bangalore/faasos-wraps-rolls-bellandur-bangalore,"North Indian, Desserts, Wraps, Beverages",9.18E+11,200
Donne Biryani House,https://www.zomato.com/bangalore/donne-biryani-house-sarjapur-road-bangalore,"Biryani, South Indian",9.18E+11,300
Paratha Envy,https://www.zomato.com/bangalore/paratha-envy-bellandur-bangalore,North Indian,9.18E+11,150
ZAZA 22 Spice Biryani,https://www.zomato.com/bangalore/zaza-22-spice-biryani-1-bellandur-bangalore,"Biryani, Mughlai, North Indian",9.18E+11,200
WarmOven Cake & Desserts,https://www.zomato.com/bangalore/warmoven-cake-desserts-marathahalli-bangalore,"Bakery, Desserts",9.18E+11,350
LunchBox - Meals and Thalis,https://www.zomato.com/bangalore/lunchbox-meals-and-thalis-bellandur-bangalore,"North Indian, Healthy Food, Beverages, Chinese",9.17E+11,200
Goli Vada Pav No. 1,https://www.zomato.com/bangalore/goli-vada-pav-no-1-2-hsr-bangalore,"Street Food, Fast Food, Burger, Ice Cream, Desserts",9.16E+11,350
Chai Point,https://www.zomato.com/bangalore/chai-point-18-bellandur-bangalore,"Tea, Fast Food, North Indian, Beverages",9.20E+11,400
Starbucks Coffee,https://www.zomato.com/bangalore/starbucks-coffee-3-bellandur-bangalore,"Coffee, Desserts, Beverages",9.20E+11,600
Chaayos Chai+Snacks=Relax,https://www.zomato.com/bangalore/chaayos-chai-snacks-relax-bellandur-bangalore,Beverages,9.20E+11,350
The Biryani Life,https://www.zomato.com/bangalore/the-biryani-life-bellandur-bangalore,"Fast Food, North Indian, Desserts, Beverages",9.20E+11,250
Itminaan Biryani - Dum Pukht,https://www.zomato.com/bangalore/itminaan-biryani-dum-pukht-bellandur-bangalore,"Biryani, Mughlai, North Indian",9.18E+11,250
The Good Bowl,https://www.zomato.com/bangalore/the-good-bowl-bellandur-bangalore,"North Indian, Mughlai",9.19E+11,200
NH1 Bowls - Highway To North,https://www.zomato.com/bangalore/nh1-bowls-highway-to-north-bellandur-bangalore,"North Indian, Kebab, Desserts",9.18E+11,200
Frozen Bottle,https://www.zomato.com/bangalore/frozen-bottle-1-sarjapur-road-bangalore,"Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food",9.20E+11,350
Kaati Zone Rolls And Wraps,https://www.zomato.com/bangalore/kaati-zone-rolls-and-wraps-marathahalli-bangalore,"Rolls, Sandwich",9.18E+11,150
The Dessert Zone,https://www.zomato.com/bangalore/the-dessert-zone-kadubeesanahalli-bangalore,"Desserts, Bakery",9.18E+11,200
Sweet Truth - Cake and Desserts,https://www.zomato.com/bangalore/sweet-truth-cake-and-desserts-bellandur-bangalore,Bakery,9.18E+11,250
Apsara Ice Creams,https://www.zomato.com/bangalore/apsara-ice-creams-bellandur-bangalore,"Ice Cream, Desserts",9.20E+11,400
WOW! China,https://www.zomato.com/bangalore/wow-china-sarjapur-road-bangalore,"Chinese, Asian",9.19E+11,200
BigBites,https://www.zomato.com/bangalore/bigbites-bellandur-bangalore,"Fast Food, Street Food, Momos",9.18E+11,200
Third Wave Coffee,https://www.zomato.com/bangalore/third-wave-coffee-1-bellandur-bangalore,"Coffee, Cafe, Italian, Desserts, Beverages",9.18E+11,400
SLAY Coffee,https://www.zomato.com/bangalore/slay-coffee-bellandur-bangalore,"Beverages, Coffee",9.18E+11,150
The Lassi Corner,https://www.zomato.com/bangalore/the-lassi-corner-sarjapur-road-bangalore,"Fast Food, Beverages, Desserts, Sandwich, Ice Cream, Shake",9.20E+11,300
Indiana Burgers,https://www.zomato.com/bangalore/indiana-burgers-marathahalli-bangalore,Burger,9.18E+11,200
Mealful Rolls - Meals In A Roll,https://www.zomato.com/bangalore/mealful-rolls-meals-in-a-roll-bellandur-bangalore,"Rolls, Fast Food",9.18E+11,200
Firangi Bake,https://www.zomato.com/bangalore/firangi-bake-bellandur-bangalore,"Italian, Mexican, Desserts",9.18E+11,250
Absolute Shawarma,https://www.zomato.com/bangalore/absolute-shawarma-sarjapur-road-bangalore,"Lebanese, Fast Food",9.18E+11,150
LeanCrust Pizza - ThinCrust Experts,https://www.zomato.com/bangalore/leancrust-pizza-thincrust-experts-bellandur-bangalore,"Pizza, Fast Food, Beverages",9.18E+11,350
Bombay Kulfis,https://www.zomato.com/bangalore/bombay-kulfis-bellandur-bangalore,"Desserts, Ice Cream",9.19E+11,100
Pure Veg Meals By LunchBox,https://www.zomato.com/bangalore/pure-veg-meals-by-lunchbox-bellandur-bangalore,"North Indian, Shake",9.12E+11,200
